"금연구역명",금연구역범위상세,시도명,시군구명,금연구역구분,금연구역지정근거명,금연구역면적,위반과태료,위반신고전화번호,소재지도로명주소,소재지지번주소,관리기관명,위도,경도,데이터기준일자
"청담역",청담역 7번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 학동로 508,서울특별시 강남구 청담동 77-76,서울특별시 강남구청,37.519111,127.051894,2017-11-17
"청담역",청담역 8번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 학동로 508,서울특별시 강남구 청담동 77-76,서울특별시 강남구청,37.519111,127.051894,2017-11-17
"청담역",청담역 9번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 학동로 508,서울특별시 강남구 청담동 77-76,서울특별시 강남구청,37.519111,127.051894,2017-11-17
"선재어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 삼성로71길 31,서울특별시 강남구 삼성로71길 31,서울특별시 강남구청,37.501448,127.038840,2017-11-17
"일원사임당어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 개포로 648 동형빌딩101호,서울특별시 강남구 개포로 648 동형빌딩101호,서울특별시 강남구청,37.494740,127.066166,2017-11-17
"자람어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 일원로5길 29,서울특별시 강남구 일원로5길 29,서울특별시 강남구청,37.491664,127.065427,2017-11-17
"지예어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 개포로128길 29-7,서울특별시 강남구 개포로128길 29-7,서울특별시 강남구청,37.493289,127.067203,2017-11-17
"청마을어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 양재대로55길 10 대청복지관내1층,서울특별시 강남구 양재대로55길 10 대청복지관내1층,서울특별시 강남구청,37.492613,127.072704,2017-11-17
"하나어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 일원로3길 81,서울특별시 강남구 일원로3길 81,서울특별시 강남구청,37.493263,127.068385,2017-11-17
"브니엘어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,"서울특별시 강남구 개포로109길 5 304동 105호, 106호","서울특별시 강남구 개포로109길 5 304동 105호, 106호",서울특별시 강남구청,37.493964,127.057588,2017-11-17
SH공사으뜸어린이집,건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 개포로 621 SH공사 14동5호,서울특별시 강남구 개포로 621 SH공사 14동5호,서울특별시 강남구청,37.494147,127.061280,2017-11-17
"강남어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 개포로 615 강남종합사회복지관1층,서울특별시 강남구 개포로 615 강남종합사회복지관1층,서울특별시 강남구청,37.492618,127.058059,2017-11-17
"개포아이트라움어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 개포로109길 21 대치2단지내(內),서울특별시 강남구 개포로109길 21 대치2단지내(內),서울특별시 강남구청,37.493964,127.057588,2017-11-17
"목련어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 개포로 617-8,서울특별시 강남구 개포로 617-8,서울특별시 강남구청,37.494005,127.060225,2017-11-17
"경기여자고등학교",출입문으로부터 직선거리 50m까지,서울특별시,강남구,학교절대보호구역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 삼성로 29,서울특별시 강남구 개포 2동 152번지,서울특별시 강남구청,37.495352,127.047739,2017-11-17
"단국대학교사범대학부속고등학교",출입문으로부터 직선거리 50m까지,서울특별시,강남구,학교절대보호구역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 도곡로78길 22,서울특별시 강남구 대치동 1013,서울특별시 강남구청,37.490343,127.093868,2017-11-17
"서울세종고등학교",출입문으로부터 직선거리 50m까지,서울특별시,강남구,학교절대보호구역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 광평로51길 36,서울특별시 강남구 수서동 711,서울특별시 강남구청,37.490746,127.044582,2017-11-17
"숙명여자고등학교",출입문으로부터 직선거리 50m까지,서울특별시,강남구,학교절대보호구역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 남부순환로 2807,서울특별시 강남구 도곡 2동 91번지,서울특별시 강남구청,37.531189,127.024099,2017-11-17
"봉은사역",봉은사역 1번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 봉은사로 601,서울특별시 강남구 삼성동 172,서울특별시 강남구청,37.514249,127.060330,2017-11-17
"봉은사역",봉은사역 2번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 봉은사로 601,서울특별시 강남구 삼성동 172,서울특별시 강남구청,37.514249,127.060330,2017-11-17
"봉은사역",봉은사역 3번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 봉은사로 601,서울특별시 강남구 삼성동 172,서울특별시 강남구청,37.514249,127.060330,2017-11-17
"봉은사역",봉은사역 4번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 봉은사로 601,서울특별시 강남구 삼성동 172,서울특별시 강남구청,37.514249,127.060330,2017-11-17
"봉은사역",봉은사역 5번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 봉은사로 601,서울특별시 강남구 삼성동 172,서울특별시 강남구청,37.514249,127.060330,2017-11-17
"봉은사역",봉은사역 6번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 봉은사로 601,서울특별시 강남구 삼성동 172,서울특별시 강남구청,37.514249,127.060330,2017-11-17
"봉은사역",봉은사역 7번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 봉은사로 601,서울특별시 강남구 삼성동 172,서울특별시 강남구청,37.514249,127.060330,2017-11-17
"삼성역",삼성역 1번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 테헤란로 538,서울특별시 강남구 삼성동 172-66,서울특별시 강남구청,37.508852,127.063085,2017-11-17
"삼성역",삼성역 2번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 테헤란로 538,서울특별시 강남구 삼성동 172-66,서울특별시 강남구청,37.508852,127.063085,2017-11-17
"삼성역",삼성역 3번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 테헤란로 538,서울특별시 강남구 삼성동 172-66,서울특별시 강남구청,37.508852,127.063085,2017-11-17
"삼성역",삼성역 4번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 테헤란로 538,서울특별시 강남구 삼성동 172-66,서울특별시 강남구청,37.508852,127.063085,2017-11-17
"삼성역",삼성역 5번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 테헤란로 538,서울특별시 강남구 삼성동 172-66,서울특별시 강남구청,37.508852,127.063085,2017-11-17
"삼성역",삼성역 6번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 테헤란로 538,서울특별시 강남구 삼성동 172-66,서울특별시 강남구청,37.508852,127.063085,2017-11-17
"삼성역",삼성역 7번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 테헤란로 538,서울특별시 강남구 삼성동 172-66,서울특별시 강남구청,37.508852,127.063085,2017-11-17
"삼성역",삼성역 8번출구로부터 10미터 이내,서울특별시,강남구,지하철역,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 테헤란로 538,서울특별시 강남구 삼성동 172-66,서울특별시 강남구청,37.508852,127.063085,2017-11-17
"여명어린이집",건축물경계로부터 10m까지,서울특별시,강남구,어린이집,서울특별시 강남구 금연환경 조성 및 간접흡연 피해방지 조례 제5조,,100000,02-3423-7115,서울특별시 강남구 역삼로67길 11,서울특별시 강남구 역삼로67길 11,서울특별시 강남구청,37.502101,127.035400,2017-11-17
